epoch,train_epoch_time(min),train_lr,train_loss,train_loss_aux,eval_loss,eval_top1,eval_top5,eval_loss_ema,eval_top1_ema,eval_top5_ema
0,42.3,1e-06,6.909957068307059,6.9097603389195035,6.859882235717773,0.446,1.63,6.908095597839355,0.114,0.5
1,42.3,0.00020899999999999998,6.417325519380116,6.6019728524344305,4.606976319122315,13.302,32.21,6.9099058944702145,0.108,0.52
2,43.2,0.000417,5.874748048328218,6.252048537844703,3.8116451934814455,24.402,49.36,6.865304312133789,0.456,1.67
3,42.4,0.0006212141647330048,5.617779368445987,6.0196913083394366,3.204593282318115,34.12,60.924,6.612132087707519,0.95,3.76
4,42.4,0.0006182803872256452,5.252024355388823,5.705905255817232,2.7599122314453126,41.786,68.84,5.204665517425537,12.7,30.662
5,42.6,0.0006145221915838885,4.965166046505883,5.438523610432942,2.5283145805358886,46.222,72.828,3.115953123474121,39.326,65.974
6,42.6,0.0006099498787607597,4.808772200629825,5.296640169052851,2.3026929580688478,49.828,75.952,2.3981211471557615,50.122,75.688
7,42.5,0.0006045759811478895,4.805276757194882,5.261319115048363,2.087363814163208,54.396,79.436,2.1166352058410642,54.82,79.56
8,42.5,0.0005984152282250998,4.589279651641846,5.0850383667718795,2.0035641738891603,56.214,80.89,1.9428777648925781,58.082,81.972
9,42.3,0.0005914845061879232,4.5457081113542825,5.040004843757266,1.9240841720581054,58.04,82.208,1.8216878692626952,60.556,83.672
10,42.7,0.000583802811663715,4.6282547769092375,5.089000020708356,1.795912742614746,59.828,83.66,1.7273030891418457,62.272,85.1
11,42.2,0.0005753911996432179,4.275843506767636,4.783030192057292,1.7876361644744874,61.0,84.368,1.6486981433868408,63.918,86.122
12,42.3,0.0005662727257702963,4.312562885738554,4.80580929347447,1.6935882759094238,62.448,85.466,1.587443327331543,65.164,86.906
13,42.5,0.0005564723831480185,4.237866787683396,4.7349592844645185,1.5995228511810302,63.812,86.14,1.5319555721282958,66.174,87.616
