epoch,train_epoch_time(min),train_lr,train_loss,train_loss_aux,eval_loss,eval_top1,eval_top5,eval_loss_ema,eval_top1_ema,eval_top5_ema
65,49.2,0.0006044678434085686,3.5698662300904593,3.9300552904605865,1.1416165726661682,74.34600057983398,92.59000013427735,0.9352632409572601,78.82399996337891,94.73999987792969
66,49.2,0.0005742406873217574,3.612635592619578,3.965325802564621,1.138082425260544,74.32199992065429,92.65399958496094,0.9551496304988861,78.24199986572266,94.4900005493164
67,49.8,0.0005445311586017833,3.601948877175649,3.9608914951483407,1.1422405031204224,74.3140000366211,92.64199996337891,0.9584880369663239,78.06599944458007,94.36800036621094
68,49.2,0.0005153685769666173,3.502610812584559,3.8617568910121918,1.1350883699893952,74.54600028076172,92.69799985351563,0.9588100422859192,78.07599989013671,94.38200079345702
69,49.6,0.0004867817223634928,3.490924467643102,3.844354897737503,1.113686960363388,75.30599984130859,93.1740004272461,0.9579222339630127,78.12999979248048,94.38000063476562
70,49.2,0.00045879880656657005,3.431688904762268,3.779955377181371,1.0844076507568359,75.34399973754883,93.00000007324219,0.9553980146408081,78.09600049438477,94.49200029296875
71,49.2,0.0004314474453353218,3.4349308212598166,3.799392739931742,1.104814876461029,75.68200046386718,93.07400092773437,0.9511903907775879,78.30199997558594,94.51200017089843
72,49.3,0.0004047546311611141,3.4682346681753793,3.8314072688420615,1.0496278211593628,76.11999978637695,93.52800052490234,0.9505065953731537,78.33400068359374,94.52000050048828
73,49.4,0.00037874670662887424,3.317105104525884,3.6758738656838736,1.0256543876171111,76.17199956054688,93.30600061035156,0.9478966400623322,78.58200012817383,94.53600052490235
74,49.4,0.0003534493384201402,3.4150819778442383,3.7842745085557303,1.0448768793582917,76.68199946289063,93.85800034179688,0.9449380328178406,78.65000020141602,94.64199965820312
75,49.2,0.0003288874919831465,3.4019393722216287,3.7685316801071167,1.0281889785766603,76.84399988403321,93.84400114746094,0.9385934228897095,78.87600002441407,94.7100009033203
76,50.1,0.00030508540689493845,3.38883309563001,3.7582582930723825,0.9742290359973907,77.33399997558594,94.1120001586914,0.9320938864707947,78.89800035400391,94.76800084228516
77,49.2,0.00028206657293983715,3.277669131755829,3.637024203936259,1.0624755418300629,77.13200034179688,93.94600069580078,0.9298751893520355,78.99400009765625,94.782000390625
78,50.6,0.0002598537069278596,3.343003282944361,3.7168195843696594,1.027696776676178,77.72199959106446,94.2120001953125,0.9263843235492706,79.15200036010742,94.80200078125
79,49.2,0.0002384687302759671,3.3030042747656503,3.670851598183314,1.0019649599075318,77.66399989624023,94.25399963378906,0.9255783017635345,79.16399942016602,94.86800090332031
80,49.5,0.0002179327473742761,3.296627084414164,3.65594411889712,0.9650428117275238,78.08400036621094,94.51599985351562,0.9211674883842468,79.23000004882813,94.90800090332031
81,49.4,0.00019826602475857096,3.2170042296250663,3.584147890408834,1.0030894009113311,78.22199951782227,94.53799990234376,0.9137553241729737,79.40000023193359,95.00000065917969
82,49.4,0.00017948797110968134,3.2078812619050345,3.57257412870725,0.9525867586135864,78.52399997558594,94.58200008544922,0.9133790337085724,79.49400080566406,95.06200041503907
83,49.3,0.00016161711809945626,3.137332240740458,3.508015642563502,0.9648431519508361,78.63999970703125,94.71600063476562,0.9071735989093781,79.55399978637695,95.08400102539062
84,49.6,0.00014467110210224354,3.125680466492971,3.4841688175996146,0.9293575129508972,78.65800015869141,94.81600102539062,0.9029674028873443,79.66400104980468,95.18200128173828
85,49.3,0.00012866664678991459,3.1749900182088218,3.5586584707101188,0.9404086265563965,79.09600001831055,94.94600045166015,0.8972422881126404,79.82399983520507,95.21600047607421
86,49.6,0.00011361954662762143,3.262234310309092,3.6571978827317557,0.9326274895191192,79.41799962158203,94.98800047607422,0.8950020916461945,79.89999968261719,95.29200069580078
87,49.3,9.954465128656578e-05,3.0929839809735618,3.472843289375305,0.9261555100440979,79.4380004272461,95.12200041503907,0.8950228407859803,79.99600041503906,95.26200086669922
88,49.6,8.645585098916635e-05,3.1427416503429413,3.5331736306349435,0.9120589308261872,79.58799978637695,95.15200089111327,0.8926686586856842,80.02000020751953,95.35400073242188
89,49.6,7.436606280108704e-05,3.048917680978775,3.4331544737021127,0.8992559113502503,79.70799948730469,95.20400041503906,0.8901181895732879,80.11399982910156,95.35600041503906
90,49.2,6.32872178836516e-05,3.1501026848951974,3.544637441635132,0.8973049580097199,79.81599978027344,95.2859997680664,0.8860365297317505,80.12000018310547,95.39200020751953
91,50.3,5.323024971922836e-05,3.099845369656881,3.4879781007766724,0.9051761067867279,79.83000040283203,95.3180000366211,0.8846710060119629,80.16800045166016,95.42600045166016
92,49.8,4.420508332120304e-05,3.2702220678329468,3.6770710349082947,0.8900491748332977,80.11799978027344,95.35200070800781,0.8830663372039795,80.29400048828126,95.44400067138672
93,49.3,3.622062543918885e-05,3.147495537996292,3.5447747906049094,0.901957252407074,80.20399985351563,95.36200035400391,0.8825410702705383,80.30800010986329,95.4620006591797
94,49.6,2.9284755769140155e-05,3.063382456700007,3.466862271229426,0.877330070734024,80.29000012207031,95.4620006591797,0.8815786057472229,80.37999953613281,95.43200037841797
95,49.2,2.3404319177043873e-05,3.0216257671515145,3.419549564520518,0.898203204202652,80.22800035400391,95.42000010986328,0.8785538961410523,80.41399975585938,95.50800056152343
96,50.5,1.8585118943862334e-05,3.061853210131327,3.4502590596675873,0.8803593103408813,80.37799963378906,95.50400034179688,0.8792967713356018,80.41800020751953,95.51600063476563
