epoch,train_epoch_time(min),train_lr,train_loss,train_loss_aux,eval_loss,eval_top1,eval_top5,eval_loss_ema,eval_top1_ema,eval_top5_ema
0,57.4,1e-06,6.909897089004517,6.909728474087185,6.85862949218219,0.3899922125153688,1.5959681314491385,6.908100900548746,0.10199796507609887,0.5059899027849522
1,56.9,0.0006008,6.291506290435791,6.4233320289187965,4.363632624541418,16.507670481289242,37.63524856442645,6.908733944375907,0.10199796370283531,0.5019899797316554
2,53.8,0.0012005999999999998,5.722016546461317,6.001476287841797,3.4773668791684593,29.30141476293971,55.24089700144169,6.914671931504531,0.10199796370283531,0.4999900246135702
3,53.4,0.0018003999999999997,5.405576732423571,5.773448387781779,2.9906667246274674,37.84524418901881,64.51071160812502,6.930511379396435,0.09999800492271405,0.5019899797316554
4,53.9,0.0024002,5.1420401732126875,5.543957577811347,2.7224082661825157,43.311135009046495,69.57261038784962,6.9412776563423195,0.09999800492271405,0.49999001728949793
5,54.8,0.002997951154458088,4.904092046949598,5.331476794348823,2.7379817052001094,45.68308791123219,71.99856239264375,6.941548300553307,0.09999800126067791,0.4999900209515341
6,58.2,0.0029970499590002662,4.818579687012567,5.237045923868815,2.3470767171036586,49.857004404025076,75.56249135210167,6.937491938828521,0.09999800492271405,0.5559889052463092
7,57.8,0.002995985143450565,4.7501693566640215,5.142272366417779,2.2099479699725615,53.3649341458285,78.2504376893053,6.934869191581775,0.1579968434200652,0.5579888585333762
8,57.4,0.002994756824578009,4.70496322049035,5.071828974617852,2.1348272909705837,55.00690134581403,79.80840676597722,6.934120502570341,0.1739965228161257,0.6439871446711691
9,54.7,0.0029933651370816047,4.549995369381374,4.894918388790554,2.1153795499281514,56.83686474654601,80.87238472118986,6.930342945932677,0.17199656128947732,0.6739865433099053
10,55.0,0.0029918102335755687,4.401449018054539,4.755281050999959,2.1792884705383817,56.278876104301645,80.76038717346685,6.918157960197425,0.2299954084841643,0.8839823612463298
11,54.2,0.0029900922845725927,4.415340026219686,4.750656207402547,1.9883620328005427,58.07484030418879,82.08236125163971,6.877485654003198,0.4699906140732166,1.405971900398418
12,53.9,0.002988211478465145,4.312229673067729,4.639815873569912,1.9139004857136592,58.50283158429849,82.31035621383519,6.760610179165282,1.0219795903154203,3.301934062179352
